Strategy,Avg Return,Accuracy,Score,Weight,Date
Fusion,0.25,2025-07-06
LSTM,0.25,2025-07-06
Macro,0.25,2025-07-06
Sentiment,0.25,2025-07-06
Fusion,0.25,2025-07-06
LSTM,0.25,2025-07-06
Macro,0.25,2025-07-06
Sentiment,0.25,2025-07-06
Fusion,0.25,2025-07-06
LSTM,0.25,2025-07-06
Macro,0.25,2025-07-06
Sentiment,0.25,2025-07-06
Fusion,0.25,2025-07-06
LSTM,0.25,2025-07-06
Macro,0.25,2025-07-06
Sentiment,0.25,2025-07-06
Fusion,0.25,2025-07-06
LSTM,0.25,2025-07-06
Macro,0.25,2025-07-06
Sentiment,0.25,2025-07-06
Fusion,0.25,2025-07-06
LSTM,0.25,2025-07-06
Macro,0.25,2025-07-06
Sentiment,0.25,2025-07-06
Fusion,0.25,2025-07-06
LSTM,0.25,2025-07-06
Macro,0.25,2025-07-06
Sentiment,0.25,2025-07-06
Fusion,0.25,2025-07-06
LSTM,0.25,2025-07-06
Macro,0.25,2025-07-06
Sentiment,0.25,2025-07-06
Fusion,0.25,2025-07-06
LSTM,0.25,2025-07-06
Macro,0.25,2025-07-06
Sentiment,0.25,2025-07-06
Fusion,0.25,2025-07-06
LSTM,0.25,2025-07-06
Macro,0.25,2025-07-06
Sentiment,0.25,2025-07-06
Fusion,0.25,2025-07-06
LSTM,0.25,2025-07-06
Macro,0.25,2025-07-06
Sentiment,0.25,2025-07-06
Fusion,0.25,2025-07-06
LSTM,0.25,2025-07-06
Macro,0.25,2025-07-06
Sentiment,0.25,2025-07-06
Fusion,0.25,2025-07-06
LSTM,0.25,2025-07-06
Macro,0.25,2025-07-06
Sentiment,0.25,2025-07-06
Fusion,0.25,2025-07-06
LSTM,0.25,2025-07-06
Macro,0.25,2025-07-06
Sentiment,0.25,2025-07-06
Fusion,0.25,2025-07-06
LSTM,0.25,2025-07-06
Macro,0.25,2025-07-06
Sentiment,0.25,2025-07-06
Fusion,0.25,2025-07-06
LSTM,0.25,2025-07-06
Macro,0.25,2025-07-06
Sentiment,0.25,2025-07-06
Fusion,0.25,2025-07-06
LSTM,0.25,2025-07-06
Macro,0.25,2025-07-06
Sentiment,0.25,2025-07-06
Fusion,0.25,2025-07-06
LSTM,0.25,2025-07-06
Macro,0.25,2025-07-06
Sentiment,0.25,2025-07-06
Fusion,0.25,2025-07-06
LSTM,0.25,2025-07-06
Macro,0.25,2025-07-06
Sentiment,0.25,2025-07-06
Fusion,0.25,2025-07-06
LSTM,0.25,2025-07-06
Macro,0.25,2025-07-06
Sentiment,0.25,2025-07-06
Fusion,0.25,2025-07-06
LSTM,0.25,2025-07-06
Macro,0.25,2025-07-06
Sentiment,0.25,2025-07-06
Fusion,0.25,2025-07-06
LSTM,0.25,2025-07-06
Macro,0.25,2025-07-06
Sentiment,0.25,2025-07-06
Fusion,0.25,2025-07-06
LSTM,0.25,2025-07-06
Macro,0.25,2025-07-06
Sentiment,0.25,2025-07-06
Fusion,0.25,2025-07-06
LSTM,0.25,2025-07-06
Macro,0.25,2025-07-06
Sentiment,0.25,2025-07-06
Fusion,0.25,2025-07-06
LSTM,0.25,2025-07-06
Macro,0.25,2025-07-06
Sentiment,0.25,2025-07-06
Fusion,0.25,2025-07-06
LSTM,0.25,2025-07-06
Macro,0.25,2025-07-06
Sentiment,0.25,2025-07-06
Fusion,0.25,2025-07-06
LSTM,0.25,2025-07-06
Macro,0.25,2025-07-06
Sentiment,0.25,2025-07-06
Fusion,0.25,2025-07-06
LSTM,0.25,2025-07-06
Macro,0.25,2025-07-06
Sentiment,0.25,2025-07-06
Fusion,0.25,2025-07-06
LSTM,0.25,2025-07-06
Macro,0.25,2025-07-06
Sentiment,0.25,2025-07-06
Fusion,0.25,2025-07-06
LSTM,0.25,2025-07-06
Macro,0.25,2025-07-06
Sentiment,0.25,2025-07-06
Fusion,0.25,2025-07-06
LSTM,0.25,2025-07-06
Macro,0.25,2025-07-06
Sentiment,0.25,2025-07-06
Fusion,0.25,2025-07-06
LSTM,0.25,2025-07-06
Macro,0.25,2025-07-06
Sentiment,0.25,2025-07-06
Fusion,0.25,2025-07-06
LSTM,0.25,2025-07-06
Macro,0.25,2025-07-06
Sentiment,0.25,2025-07-06
Fusion,0.25,2025-07-06
LSTM,0.25,2025-07-06
Macro,0.25,2025-07-06
Sentiment,0.25,2025-07-06
Fusion,0.25,2025-07-06
LSTM,0.25,2025-07-06
Macro,0.25,2025-07-06
Sentiment,0.25,2025-07-06
Fusion,0.25,2025-07-06
LSTM,0.25,2025-07-06
Macro,0.25,2025-07-06
Sentiment,0.25,2025-07-06
Fusion,0.25,2025-07-06
LSTM,0.25,2025-07-06
Macro,0.25,2025-07-06
Sentiment,0.25,2025-07-06
Fusion,0.25,2025-07-06
LSTM,0.25,2025-07-06
Macro,0.25,2025-07-06
Sentiment,0.25,2025-07-06
Fusion,0.25,2025-07-06
LSTM,0.25,2025-07-06
Macro,0.25,2025-07-06
Sentiment,0.25,2025-07-06
Fusion,0.25,2025-07-06
LSTM,0.25,2025-07-06
Macro,0.25,2025-07-06
Sentiment,0.25,2025-07-06
Fusion,0.25,2025-07-06
LSTM,0.25,2025-07-06
Macro,0.25,2025-07-06
Sentiment,0.25,2025-07-06
Fusion,0.25,2025-07-06
LSTM,0.25,2025-07-06
Macro,0.25,2025-07-06
Sentiment,0.25,2025-07-06
Fusion,0.25,2025-07-06
LSTM,0.25,2025-07-06
Macro,0.25,2025-07-06
Sentiment,0.25,2025-07-06
Fusion,0.25,2025-07-06
LSTM,0.25,2025-07-06
Macro,0.25,2025-07-06
Sentiment,0.25,2025-07-06
Fusion,0.25,2025-07-06
LSTM,0.25,2025-07-06
Macro,0.25,2025-07-06
Sentiment,0.25,2025-07-06
Fusion,0.25,2025-07-06
LSTM,0.25,2025-07-06
Macro,0.25,2025-07-06
Sentiment,0.25,2025-07-06
Fusion,0.25,2025-07-06
LSTM,0.25,2025-07-06
Macro,0.25,2025-07-06
Sentiment,0.25,2025-07-06
Fusion,0.25,2025-07-06
LSTM,0.25,2025-07-06
Macro,0.25,2025-07-06
Sentiment,0.25,2025-07-06
Fusion,0.25,2025-07-06
LSTM,0.25,2025-07-06
Macro,0.25,2025-07-06
Sentiment,0.25,2025-07-06
Fusion,0.25,2025-07-06
LSTM,0.25,2025-07-06
Macro,0.25,2025-07-06
Sentiment,0.25,2025-07-06
Fusion,0.25,2025-07-06
LSTM,0.25,2025-07-06
Macro,0.25,2025-07-06
Sentiment,0.25,2025-07-06
Fusion,0.25,2025-07-06
LSTM,0.25,2025-07-06
Macro,0.25,2025-07-06
Sentiment,0.25,2025-07-06
Fusion,0.25,2025-07-06
LSTM,0.25,2025-07-06
Macro,0.25,2025-07-06
Sentiment,0.25,2025-07-06
Fusion,0.25,2025-07-06
LSTM,0.25,2025-07-06
Macro,0.25,2025-07-06
Sentiment,0.25,2025-07-06
Fusion,0.25,2025-07-06
LSTM,0.25,2025-07-06
Macro,0.25,2025-07-06
Sentiment,0.25,2025-07-06
Fusion,0.25,2025-07-06
LSTM,0.25,2025-07-06
Macro,0.25,2025-07-06
Sentiment,0.25,2025-07-06
Fusion,0.25,2025-07-06
LSTM,0.25,2025-07-06
Macro,0.25,2025-07-06
Sentiment,0.25,2025-07-06
Fusion,0.25,2025-07-06
LSTM,0.25,2025-07-06
Macro,0.25,2025-07-06
Sentiment,0.25,2025-07-06
Fusion,0.25,2025-07-06
LSTM,0.25,2025-07-06
Macro,0.25,2025-07-06
Sentiment,0.25,2025-07-06
Fusion,0.25,2025-07-06
LSTM,0.25,2025-07-06
Macro,0.25,2025-07-06
Sentiment,0.25,2025-07-06
Fusion,0.25,2025-07-06
LSTM,0.25,2025-07-06
Macro,0.25,2025-07-06
Sentiment,0.25,2025-07-06
Fusion,0.25,2025-07-06
LSTM,0.25,2025-07-06
Macro,0.25,2025-07-06
Sentiment,0.25,2025-07-06
Fusion,0.25,2025-07-06
LSTM,0.25,2025-07-06
Macro,0.25,2025-07-06
Sentiment,0.25,2025-07-06
Fusion,0.25,2025-07-06
LSTM,0.25,2025-07-06
Macro,0.25,2025-07-06
Sentiment,0.25,2025-07-06
Fusion,0.25,2025-07-06
LSTM,0.25,2025-07-06
Macro,0.25,2025-07-06
Sentiment,0.25,2025-07-06
Fusion,0.25,2025-07-06
LSTM,0.25,2025-07-06
Macro,0.25,2025-07-06
Sentiment,0.25,2025-07-06
Fusion,0.25,2025-07-06
LSTM,0.25,2025-07-06
Macro,0.25,2025-07-06
Sentiment,0.25,2025-07-06
Fusion,0.25,2025-07-06
LSTM,0.25,2025-07-06
Macro,0.25,2025-07-06
Sentiment,0.25,2025-07-06
Fusion,0.25,2025-07-06
LSTM,0.25,2025-07-06
Macro,0.25,2025-07-06
Sentiment,0.25,2025-07-06
Fusion,0.25,2025-07-06
LSTM,0.25,2025-07-06
Macro,0.25,2025-07-06
Sentiment,0.25,2025-07-06
Fusion,0.25,2025-07-06
LSTM,0.25,2025-07-06
Macro,0.25,2025-07-06
Sentiment,0.25,2025-07-06
Fusion,0.25,2025-07-06
LSTM,0.25,2025-07-06
Macro,0.25,2025-07-06
Sentiment,0.25,2025-07-06
Fusion,0.25,2025-07-06
LSTM,0.25,2025-07-06
Macro,0.25,2025-07-06
Sentiment,0.25,2025-07-06
Fusion,0.25,2025-07-06
LSTM,0.25,2025-07-06
Macro,0.25,2025-07-06
Sentiment,0.25,2025-07-06
Fusion,0.25,2025-07-06
LSTM,0.25,2025-07-06
Macro,0.25,2025-07-06
Sentiment,0.25,2025-07-06
Fusion,0.25,2025-07-06
LSTM,0.25,2025-07-06
Macro,0.25,2025-07-06
Sentiment,0.25,2025-07-06
Fusion,0.25,2025-07-06
LSTM,0.25,2025-07-06
Macro,0.25,2025-07-06
Sentiment,0.25,2025-07-06
Fusion,0.25,2025-07-06
LSTM,0.25,2025-07-06
Macro,0.25,2025-07-06
Sentiment,0.25,2025-07-06
Fusion,0.25,2025-07-06
LSTM,0.25,2025-07-06
Macro,0.25,2025-07-06
Sentiment,0.25,2025-07-06
Fusion,0.25,2025-07-06
LSTM,0.25,2025-07-06
Macro,0.25,2025-07-06
Sentiment,0.25,2025-07-06
Fusion,0.25,2025-07-06
LSTM,0.25,2025-07-06
Macro,0.25,2025-07-06
Sentiment,0.25,2025-07-06
Fusion,0.25,2025-07-06
LSTM,0.25,2025-07-06
Macro,0.25,2025-07-06
Sentiment,0.25,2025-07-06
Fusion,0.25,2025-07-06
LSTM,0.25,2025-07-06
Macro,0.25,2025-07-06
Sentiment,0.25,2025-07-06
Fusion,0.25,2025-07-06
LSTM,0.25,2025-07-06
Macro,0.25,2025-07-06
Sentiment,0.25,2025-07-06
Fusion,0.25,2025-07-06
LSTM,0.25,2025-07-06
Macro,0.25,2025-07-06
Sentiment,0.25,2025-07-06
Fusion,0.25,2025-07-06
LSTM,0.25,2025-07-06
Macro,0.25,2025-07-06
Sentiment,0.25,2025-07-06
Fusion,0.25,2025-07-06
LSTM,0.25,2025-07-06
Macro,0.25,2025-07-06
Sentiment,0.25,2025-07-06
Fusion,0.25,2025-07-06
LSTM,0.25,2025-07-06
Macro,0.25,2025-07-06
Sentiment,0.25,2025-07-06
Fusion,0.25,2025-07-06
LSTM,0.25,2025-07-06
Macro,0.25,2025-07-06
Sentiment,0.25,2025-07-06
Fusion,0.25,2025-07-06
LSTM,0.25,2025-07-06
Macro,0.25,2025-07-06
Sentiment,0.25,2025-07-06
Fusion,0.25,2025-07-06
LSTM,0.25,2025-07-06
Macro,0.25,2025-07-06
Sentiment,0.25,2025-07-06
Fusion,0.25,2025-07-06
LSTM,0.25,2025-07-06
Macro,0.25,2025-07-06
Sentiment,0.25,2025-07-06
Fusion,0.25,2025-07-06
LSTM,0.25,2025-07-06
Macro,0.25,2025-07-06
Sentiment,0.25,2025-07-06
Fusion,0.25,2025-07-06
LSTM,0.25,2025-07-06
Macro,0.25,2025-07-06
Sentiment,0.25,2025-07-06
Fusion,0.25,2025-07-06
LSTM,0.25,2025-07-06
Macro,0.25,2025-07-06
Sentiment,0.25,2025-07-06
Fusion,0.25,2025-07-06
LSTM,0.25,2025-07-06
Macro,0.25,2025-07-06
Sentiment,0.25,2025-07-06
Fusion,0.25,2025-07-06
LSTM,0.25,2025-07-06
Macro,0.25,2025-07-06
Sentiment,0.25,2025-07-06
Fusion,0.25,2025-07-06
LSTM,0.25,2025-07-06
Macro,0.25,2025-07-06
Sentiment,0.25,2025-07-06
Fusion,0.25,2025-07-06
LSTM,0.25,2025-07-06
Macro,0.25,2025-07-06
Sentiment,0.25,2025-07-06
Fusion,0.25,2025-07-06
LSTM,0.25,2025-07-06
Macro,0.25,2025-07-06
Sentiment,0.25,2025-07-06
Fusion,0.25,2025-07-06
LSTM,0.25,2025-07-06
Macro,0.25,2025-07-06
Sentiment,0.25,2025-07-06
Fusion,0.25,2025-07-06
LSTM,0.25,2025-07-06
Macro,0.25,2025-07-06
Sentiment,0.25,2025-07-06
Fusion,0.25,2025-07-06
LSTM,0.25,2025-07-06
Macro,0.25,2025-07-06
Sentiment,0.25,2025-07-06
Fusion,0.25,2025-07-06
LSTM,0.25,2025-07-06
Macro,0.25,2025-07-06
Sentiment,0.25,2025-07-06
Fusion,0.25,2025-07-06
LSTM,0.25,2025-07-06
Macro,0.25,2025-07-06
Sentiment,0.25,2025-07-06
Fusion,0.25,2025-07-06
LSTM,0.25,2025-07-06
Macro,0.25,2025-07-06
Sentiment,0.25,2025-07-06
Fusion,0.25,2025-07-06
LSTM,0.25,2025-07-06
Macro,0.25,2025-07-06
Sentiment,0.25,2025-07-06
Fusion,0.25,2025-07-06
LSTM,0.25,2025-07-06
Macro,0.25,2025-07-06
Sentiment,0.25,2025-07-06
Fusion,0.25,2025-07-06
LSTM,0.25,2025-07-06
Macro,0.25,2025-07-06
Sentiment,0.25,2025-07-06
Fusion,0.25,2025-07-06
LSTM,0.25,2025-07-06
Macro,0.25,2025-07-06
Sentiment,0.25,2025-07-06
Fusion,0.25,2025-07-06
LSTM,0.25,2025-07-06
Macro,0.25,2025-07-06
Sentiment,0.25,2025-07-06
Fusion,0.25,2025-07-06
LSTM,0.25,2025-07-06
Macro,0.25,2025-07-06
Sentiment,0.25,2025-07-06
Fusion,0.25,2025-07-06
LSTM,0.25,2025-07-06
Macro,0.25,2025-07-06
Sentiment,0.25,2025-07-06
Fusion,0.25,2025-07-06
LSTM,0.25,2025-07-06
Macro,0.25,2025-07-06
Sentiment,0.25,2025-07-06
Fusion,0.25,2025-07-06
LSTM,0.25,2025-07-06
Macro,0.25,2025-07-06
Sentiment,0.25,2025-07-06
Fusion,0.25,2025-07-06
LSTM,0.25,2025-07-06
Macro,0.25,2025-07-06
Sentiment,0.25,2025-07-06
Fusion,0.25,2025-07-06
LSTM,0.25,2025-07-06
Macro,0.25,2025-07-06
Sentiment,0.25,2025-07-06
Fusion,0.25,2025-07-06
LSTM,0.25,2025-07-06
Macro,0.25,2025-07-06
Sentiment,0.25,2025-07-06
Fusion,0.25,2025-07-06
LSTM,0.25,2025-07-06
Macro,0.25,2025-07-06
Sentiment,0.25,2025-07-06
Fusion,0.25,2025-07-06
LSTM,0.25,2025-07-06
Macro,0.25,2025-07-06
Sentiment,0.25,2025-07-06
Fusion,0.25,2025-07-06
LSTM,0.25,2025-07-06
Macro,0.25,2025-07-06
Sentiment,0.25,2025-07-06
Fusion,0.25,2025-07-06
LSTM,0.25,2025-07-06
Macro,0.25,2025-07-06
Sentiment,0.25,2025-07-06
Fusion,0.25,2025-07-06
LSTM,0.25,2025-07-06
Macro,0.25,2025-07-06
Sentiment,0.25,2025-07-06
Fusion,0.25,2025-07-06
LSTM,0.25,2025-07-06
Macro,0.25,2025-07-06
Sentiment,0.25,2025-07-06
Fusion,0.25,2025-07-06
LSTM,0.25,2025-07-06
Macro,0.25,2025-07-06
Sentiment,0.25,2025-07-06
Fusion,0.25,2025-07-06
LSTM,0.25,2025-07-06
Macro,0.25,2025-07-06
Sentiment,0.25,2025-07-06
Fusion,0.25,2025-07-06
LSTM,0.25,2025-07-06
Macro,0.25,2025-07-06
Sentiment,0.25,2025-07-06
Fusion,0.25,2025-07-06
LSTM,0.25,2025-07-06
Macro,0.25,2025-07-06
Sentiment,0.25,2025-07-06
Fusion,0.25,2025-07-06
LSTM,0.25,2025-07-06
Macro,0.25,2025-07-06
Sentiment,0.25,2025-07-06
Fusion,0.25,2025-07-06
LSTM,0.25,2025-07-06
Macro,0.25,2025-07-06
Sentiment,0.25,2025-07-06
Fusion,0.25,2025-07-06
LSTM,0.25,2025-07-06
Macro,0.25,2025-07-06
Sentiment,0.25,2025-07-06
Fusion,0.25,2025-07-06
LSTM,0.25,2025-07-06
Macro,0.25,2025-07-06
Sentiment,0.25,2025-07-06
Fusion,0.25,2025-07-06
LSTM,0.25,2025-07-06
Macro,0.25,2025-07-06
Sentiment,0.25,2025-07-06
Fusion,0.25,2025-07-06
LSTM,0.25,2025-07-06
Macro,0.25,2025-07-06
Sentiment,0.25,2025-07-06
Fusion,0.25,2025-07-06
LSTM,0.25,2025-07-06
Macro,0.25,2025-07-06
Sentiment,0.25,2025-07-06
Fusion,0.25,2025-07-06
LSTM,0.25,2025-07-06
Macro,0.25,2025-07-06
Sentiment,0.25,2025-07-06
Fusion,0.25,2025-07-06
LSTM,0.25,2025-07-06
Macro,0.25,2025-07-06
Sentiment,0.25,2025-07-06
Fusion,0.25,2025-07-06
LSTM,0.25,2025-07-06
Macro,0.25,2025-07-06
Sentiment,0.25,2025-07-06
